,1,1378,,CPU,CPU-PC,HP,DX2710,PE 31932,SGH8470D99,39792,,On Site,1378w0002_1,10.13.78.174,00-23-7D-17-7B-12,,Releasing/Supply Officer,2 GB,150.00 GB,106.5 GB,1,Windows XP,OR/CR,0,,,1,0,0,Ver 4.0,,,,,,
,1,1378,,Monitor,Monitor-LCD,HP,,PE 42696,ICR8371DS6,`,,On Site,,,,,Officer In Charge,,,,,,,,,,,,,,,,,,,
,1,1378,,Other Peripherals,Keyboard,a4tech,KRS-85,CI 28048,N/A,,,On Site,,,,,MV Evaluator,,,,,,,,,,,,,,,,,,,
,1,1378,,Other Peripherals,Mouse,A4tech,,Unreadable,Unreadable,,,On Site,,,,,MV Evaluator,,,,,,,,,,,,,,,,,,,
,1,1378,,CPU,CPU-PC,HP,DX2710,PE 26105,SGH847010X,39792,,On Site,1378w0009_1,10.13.78.159,00-23-7D-16-7C-FC,,Officer In Charge,3.00 GB,150.00 GB,97.2 GB,1,Windows XP,OR/CR,0,,,1,0,0,Ver 4.0,,,,,,
,1,1378,,Monitor,Monitor-LCD,HP,19'5,PE 51274,3CQ4460DH4,,,On Site,,,,,PACD,,,,,,,,,,,,,,,,,,,
,1,1378,,Other Peripherals,Keyboard,a4tech,KRS-85,CI 28048,N/A,,,On Site,,,,,MV Evaluator,,,,,,,,,,,,,,,,,,,
,1,1378,,Other Peripherals,Mouse,A4tech,,CI 22588,Unreadable,,,On Site,,,,,MV Evaluator,,,,,,,,,,,,,,,,,,,
,1,1378,,UPS,UPS-Server,Liebert,GXT5,PE 49544,2332101155AFFX3,09/25/2023,,On Site,,,,,,,,,,,,,,,,,,,,,,,,
,1,1378,,CPU,CPU-PC,HP,Pro3000,PE 33326,SGH9350P8B,39792,,On Site,1378w0009_1,10.13.78.211,00-22-64-bb-11-f3,,PACD,3.00 GB,150.00 GB,97.2 GB,1,Windows XP,OR/CR,0,,,1,0,0,Ver 4.0,,,,,,
,1,1380,,CPU,CPU-PC,HP,DX2710,PE 26897,SGH8470DBX,39792,,On Site,1380W0025_01,,,,SSP WS,3318mb,931.51 GB,84.7GB,70%,Windows XP,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41558,3CQ8042BWT, ,,On Site, ,,,,SSP WS, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,CI 25061,803181-001, ,,On Site, ,,,,SSP WS, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,HP,Others,Unreadable,672652-001,,,On Site,,,,,SSP WS,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41056,SGH808QNB0,42772,,On Site,1380w006_01,10.13.80.80,18-60-24-E5-5A-69,,RECORDS,4.00 GB,465.80 GB,347.6GB,1,Windows 10 32Bit,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41556,3CQ8042F2W, ,,On Site, ,,,,RECORDS, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,CI 25058,N/A, ,,On Site, ,,,,RECORDS, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,A4tech,Others,CI 29134,N/A,,,On Site,,,,,RECORDS,,,,,,,,,,,,,,,,,,,
